Customer ID,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,Married,Number of Dependents,Latitude,Longitude,Population,Churn Value
7617-EYGLW,0,1,Offer E,Yes,46.59,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.45,19.45,0.0,0,46.59,Male,62,No,0,39.07116,-122.598542,3684,0
2226-ICFDO,9,72,No Offer,Yes,10.87,Yes,DSL,24,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.9,6110.75,0.0,0,782.64,Female,39,Yes,0,39.83307,-123.178765,2296,0
5529-GIBVH,0,47,No Offer,Yes,3.49,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,1046.2,0.0,0,164.03,Female,57,No,0,38.445603,-123.063756,187,0
9992-UJOEL,0,2,Offer E,Yes,18.62,No,DSL,51,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.3,92.75,0.0,0,37.24,Male,22,No,0,39.108252,-123.645121,383,0
4741-WWJQZ,0,2,Offer E,Yes,26.58,No,Fiber Optic,23,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,194.55,0.0,0,53.16,Female,49,Yes,0,38.499302,-122.92444,6216,0
6625-UTXEW,1,12,Offer D,Yes,46.88,No,Cable,73,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.25,612.1,0.0,0,562.5600000000001,Female,26,Yes,0,39.455555,-123.683979,14417,0
6244-BESBM,6,69,No Offer,Yes,12.02,No,Fiber Optic,30,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,95.2,6671.7,0.0,0,829.38,Male,61,Yes,1,38.731771,-123.064272,2349,0
2612-PHGOX,4,64,No Offer,Yes,6.59,Yes,Cable,20,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,76.1,4818.8,0.0,0,421.76,Male,47,Yes,0,38.434362,-122.86891,390,0
8480-PPONV,3,62,No Offer,Yes,40.66,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,115.55,7159.05,0.0,0,2520.9199999999996,Male,56,Yes,3,38.52576,-123.013347,4913,0
8780-IHCRN,5,63,No Offer,Yes,28.92,Yes,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.65,1574.5,0.0,0,1821.96,Male,23,Yes,2,38.618347,-122.908422,17979,0
4598-ZADCK,0,53,No Offer,No,0.0,No,DSL,25,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,53.6,2879.2,0.0,0,0.0,Female,34,No,0,38.93706,-123.118111,1373,0
1257-SXUXQ,10,5,No Offer,Yes,8.04,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.45,86.05,0.0,0,40.199999999999996,Male,20,Yes,1,38.505995,-123.187019,438,0
7182-OVLBJ,4,62,No Offer,Yes,28.64,Yes,Fiber Optic,52,Yes,No,No,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,101.15,6638.35,0.0,30,1775.68,Female,32,Yes,3,38.419525,-122.521585,1653,0
5095-ETBRJ,5,55,No Offer,Yes,2.36,No,DSL,69,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,56.8,3112.05,0.0,0,129.79999999999998,Female,28,Yes,0,39.080469,-122.955176,11180,0
4821-WQOYN,6,72,No Offer,Yes,22.05,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.1,1326.25,0.0,0,1587.6000000000001,Female,25,Yes,2,39.245911,-123.77214,882,0
4730-AWNAU,7,36,No Offer,No,0.0,No,DSL,24,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,60.7,2234.55,0.0,0,0.0,Male,59,Yes,0,38.925545,-122.549083,2644,0
3452-FLHYD,3,25,No Offer,Yes,25.08,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.95,495.15,0.0,0,627.0,Male,47,Yes,0,39.141934,-122.770679,3002,0
9531-NSBMR,0,36,No Offer,Yes,49.85,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.25,679.8,0.0,0,1794.6000000000001,Female,44,No,0,39.305545,-123.743697,2229,0
6260-ONULR,0,1,No Offer,Yes,42.19,No,Cable,29,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,62.8,62.8,0.0,0,42.19,Male,55,No,0,38.787446,-122.58675,7789,0
4389-UEFCZ,0,72,No Offer,Yes,21.96,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.5,7544.0,0.0,0,1581.1200000000001,Female,25,Yes,0,38.471049,-123.015549,1537,0
8711-LOBKY,2,59,No Offer,Yes,41.19,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,1188.25,0.0,0,2430.21,Male,50,Yes,1,39.182916,-123.552571,148,0
8985-OOPOS,0,1,No Offer,Yes,36.05,No,DSL,30,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.1,74.1,0.0,0,36.05,Female,54,No,0,38.415003,-122.998726,1880,0
8800-ZKRFW,9,30,No Offer,Yes,24.56,Yes,Fiber Optic,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.5,3242.5,0.0,0,736.8,Female,62,Yes,2,39.094102,-123.500853,1113,0
2616-FLVQC,0,64,No Offer,Yes,38.96,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.55,1240.15,0.0,0,2493.44,Male,42,No,0,38.911299,-123.609588,1352,0
9968-FFVVH,0,63,No Offer,Yes,38.37,Yes,Cable,59,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,68.8,4111.35,0.0,0,2417.31,Male,20,No,0,39.408634,-123.045516,1884,0
8390-FESFV,0,62,No Offer,Yes,6.05,Yes,DSL,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,84.5,5193.2,0.0,0,375.09999999999997,Female,60,No,0,38.398815,-122.861923,31266,0
3022-BEXHZ,6,67,No Offer,Yes,40.96,Yes,Fiber Optic,47,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.2,7530.8,0.0,0,2744.32,Male,19,Yes,1,38.25485,-122.461799,34314,0
6248-TKCQV,5,70,No Offer,Yes,43.81,Yes,DSL,17,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.6,5460.2,0.0,0,3066.7000000000003,Female,37,Yes,0,39.220368,-122.907693,2344,0
6198-ZFIOJ,0,5,No Offer,Yes,19.3,Yes,Fiber Optic,25,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,75.6,402.5,0.0,10,96.5,Female,50,No,0,39.492046,-123.375818,13472,0
5989-OMNJE,6,24,No Offer,No,0.0,No,DSL,27,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,57.6,1367.75,0.0,0,0.0,Female,42,Yes,0,38.527297,-122.810044,23701,0
1291-CUOCY,7,72,No Offer,Yes,4.32,Yes,Fiber Optic,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.6,7962.2,0.0,0,311.04,Male,55,Yes,0,38.888351,-123.239647,335,0
9795-SHUHB,9,66,No Offer,Yes,24.27,No,Cable,59,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,58.2,3810.8,0.0,0,1601.82,Female,26,Yes,0,38.696659,-123.436861,752,0
3230-IUALN,10,45,No Offer,Yes,26.01,No,Cable,29,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,81.0,3533.6,0.0,0,1170.45,Female,41,Yes,0,40.796621,-124.15428,23224,0
0042-RLHYP,5,69,No Offer,Yes,38.39,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.7,1396.9,0.0,0,2648.91,Female,47,Yes,3,40.737431,-124.108897,23570,0
4945-RVMTE,0,28,No Offer,Yes,38.97,No,Cable,3,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.55,1646.45,0.0,0,1091.1599999999999,Female,57,No,0,40.309088,-123.668201,199,0
1866-NXPSP,0,36,No Offer,Yes,32.0,No,Cable,23,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,75.55,2680.15,0.0,100,1152.0,Female,48,No,0,40.839958,-124.003757,19596,0
3941-XTSKM,6,42,No Offer,No,0.0,No,DSL,26,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,45.1,2049.05,0.0,0,0.0,Male,32,Yes,0,40.854512,-123.450097,485,0
1661-CZBAU,0,48,Offer B,Yes,44.76,Yes,DSL,18,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,70.95,3629.2,0.0,0,2148.48,Male,50,No,0,40.497283,-123.93037,1072,0
5158-RIVOP,3,11,Offer D,Yes,2.52,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.9,202.3,0.0,0,27.72,Female,32,Yes,1,40.726949,-124.217378,228,0
9788-YTFGE,0,7,No Offer,Yes,13.86,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.95,147.5,0.0,0,97.02,Male,47,No,0,40.584991,-124.121504,12241,0
9277-JOOMO,0,3,No Offer,Yes,26.33,Yes,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.6,86.35,0.0,0,78.99,Female,27,No,0,40.057784,-123.679461,2423,0
1907-YLNYW,0,8,No Offer,Yes,41.13,No,DSL,27,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.7,579.0,0.0,0,329.04,Male,47,No,0,41.867908,-123.794144,532,0
8947-YRTDV,1,32,No Offer,Yes,43.37,No,Fiber Optic,76,Yes,Yes,Yes,No,No,Yes,Yes,No,One Year,No,Credit Card,94.8,3131.55,0.0,40,1387.84,Male,42,Yes,3,41.163637,-123.704841,3041,0
3161-ONRWK,4,60,Offer B,Yes,43.57,No,DSL,30,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,65.85,3928.3,0.0,0,2614.2,Male,35,Yes,0,40.557314,-124.081662,1201,0
0114-RSRRW,9,10,Offer D,Yes,49.6,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.95,187.75,0.0,0,496.0,Female,21,Yes,0,41.572813,-124.035011,1215,0
4565-NLZBV,5,71,No Offer,Yes,43.37,Yes,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.65,1710.15,0.0,0,3079.27,Female,33,Yes,0,40.664483,-123.865325,264,0
6682-VCIXC,2,43,Offer B,No,0.0,No,Cable,6,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,51.25,2151.6,0.0,0,0.0,Female,61,Yes,0,40.390301,-123.412327,265,0
6475-VHUIZ,6,23,Offer D,Yes,38.93,No,Cable,4,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.25,1221.55,0.0,0,895.39,Female,47,Yes,0,40.267158,-123.805913,644,0
3910-MRQOY,8,72,No Offer,Yes,12.87,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.4,1496.45,0.0,0,926.64,Female,28,Yes,0,41.336354,-124.044354,494,0
0661-WCQNQ,8,22,Offer D,Yes,7.68,No,DSL,7,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,56.25,1292.2,0.0,100,168.95999999999998,Male,56,Yes,0,41.269521,-123.546958,574,0
7537-RBWEA,0,1,No Offer,No,0.0,No,Cable,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,25.15,25.15,0.0,0,0.0,Female,19,No,0,40.274302,-124.210902,300,0
4656-CAURT,0,69,No Offer,Yes,22.24,Yes,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.95,1713.1,0.0,0,1534.56,Male,57,No,0,40.184094,-123.745487,163,0
0121-SNYRK,0,50,Offer B,No,0.0,No,DSL,7,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,35.4,1748.9,0.0,0,0.0,Male,45,No,0,40.142256,-123.852927,1851,0
3733-LSYCE,6,15,No Offer,Yes,30.09,No,Fiber Optic,71,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,1114.55,0.0,0,451.35,Female,22,Yes,0,40.809636,-124.189977,395,0
6265-FRMTQ,0,31,No Offer,Yes,25.58,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.4,609.1,0.0,0,792.9799999999999,Male,56,No,0,40.440636,-124.098739,1125,0
1371-DWPAZ,2,10,No Offer,No,0.0,No,DSL,8,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,56.05,560.5,0.0,0,0.0,Female,64,Yes,0,40.363446,-123.835041,400,0
2017-CCBLH,0,8,No Offer,Yes,23.46,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.0,141.6,0.0,0,187.68,Female,55,No,0,40.310119,-123.909449,270,0
7690-KPNCU,5,64,Offer B,Yes,26.64,No,DSL,71,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,73.05,4688.65,0.0,0,1704.96,Male,20,Yes,0,40.949012,-123.655847,1666,0
0536-BGFMZ,3,28,No Offer,Yes,42.33,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5,563.05,0.0,0,1185.24,Female,27,Yes,0,39.873371,-123.741474,321,0
2293-IJWPS,5,57,Offer B,Yes,3.72,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.75,5985.0,0.0,0,212.04000000000002,Female,39,Yes,0,39.955587,-123.681175,200,0
5469-NUJUR,0,19,No Offer,Yes,19.1,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.95,373.5,0.0,0,362.90000000000003,Male,58,No,0,40.170357,-123.417298,259,0
2625-TRCZQ,0,51,Offer B,No,0.0,No,DSL,42,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.65,2553.35,0.0,0,0.0,Female,21,Yes,0,38.99003,-121.114408,18197,0
4102-HLENU,5,67,No Offer,Yes,22.83,Yes,Cable,22,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,65.65,4322.85,0.0,0,1529.61,Female,51,Yes,0,38.912881,-121.082766,24944,0
7266-GSSJX,3,11,No Offer,Yes,16.67,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.45,250.8,0.0,0,183.37,Male,43,Yes,2,38.592745,-121.540036,12756,0
7722-VJRQD,8,72,No Offer,No,0.0,No,Cable,15,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,60.95,4549.05,0.0,0,0.0,Male,38,Yes,0,38.809804,-122.241383,382,0
7073-QETQY,9,66,Offer A,Yes,45.03,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.35,1359.5,0.0,0,2971.98,Male,59,Yes,0,38.681651,-122.130569,262,0
5624-RYAMH,0,9,No Offer,Yes,46.94,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.5,178.85,0.0,0,422.46,Female,43,No,0,38.69508,-121.271616,43718,0
0196-JTUQI,0,9,No Offer,Yes,9.27,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.2,633.85,0.0,0,83.42999999999999,Female,59,No,0,38.384648,-121.578701,1417,0
7130-YXBRO,9,48,Offer B,Yes,22.36,Yes,Fiber Optic,59,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.45,5315.1,0.0,0,1073.28,Male,28,Yes,0,38.880622,-120.973865,3674,0
9272-LSVYH,0,10,No Offer,Yes,4.29,No,Fiber Optic,85,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.15,735.5,0.0,0,42.9,Male,23,No,0,38.311609,-121.554034,699,0
3084-DOWLE,8,72,Offer A,Yes,43.29,Yes,DSL,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,92.0,6474.4,0.0,110,3116.88,Female,47,Yes,0,38.69549,-121.307864,41636,0
1084-MNSMJ,10,51,Offer B,Yes,33.93,No,DSL,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,85.5,4421.95,0.0,0,1730.43,Female,63,Yes,0,38.63153,-120.842609,4097,0
6250-CGGUN,0,54,Offer B,Yes,30.66,No,Fiber Optic,18,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,84.4,4484.05,0.0,0,1655.64,Male,41,No,0,38.834469,-122.127193,2756,0
5478-JJVZK,0,33,No Offer,Yes,15.69,Yes,DSL,24,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,60.9,2033.85,0.0,0,517.77,Female,38,No,0,38.652065,-121.25441,40750,0
7596-IIWYC,0,27,No Offer,Yes,35.77,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.25,538.2,0.0,0,965.7900000000001,Female,62,No,0,38.513484,-120.704613,850,0
9793-WECQC,0,23,No Offer,Yes,48.21,No,Fiber Optic,23,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,95.3,2192.9,0.0,0,1108.83,Male,53,No,0,39.031876,-120.811141,5714,0
4291-HPAXL,0,1,No Offer,Yes,29.1,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,19.85,0.0,0,29.1,Male,63,No,2,38.274451,-121.259201,24194,0
8999-YPYBV,3,45,Offer B,Yes,30.8,No,Cable,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.35,3858.05,0.0,0,1386.0,Male,63,Yes,0,38.852544,-120.837669,2536,0
1839-FBNFR,3,39,No Offer,Yes,32.57,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.85,854.8,0.0,0,1270.23,Female,35,Yes,1,38.9386,-120.785514,2723,0
3071-MVJCD,10,72,Offer A,Yes,48.44,Yes,Cable,15,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,82.3,5815.15,0.0,0,3487.68,Male,40,Yes,0,38.636102,-120.522149,659,0
1697-BCSHV,2,58,Offer B,Yes,44.1,Yes,DSL,19,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,66.8,3970.4,0.0,0,2557.8,Female,44,Yes,1,38.830739,-122.196202,228,0
0562-KBDVM,0,70,Offer A,No,0.0,No,DSL,11,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,44.6,3058.15,0.0,0,0.0,Female,62,No,0,38.313447,-121.123886,1745,0
1131-SUEKT,4,61,Offer B,Yes,41.57,No,Fiber Optic,21,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,98.45,6145.2,0.0,0,2535.77,Male,41,Yes,1,38.375325,-121.507935,213,0
3717-OEAUQ,0,2,Offer E,Yes,2.72,No,Fiber Optic,14,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.7,129.2,0.0,10,5.44,Male,37,No,0,38.33788,-120.954202,9752,0
4538-WNTMJ,0,46,Offer B,Yes,4.6,Yes,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.95,1165.9,0.0,0,211.6,Female,39,Yes,0,38.154823,-121.601358,2010,0
9432-RUVSL,0,48,Offer B,Yes,19.04,No,Fiber Optic,21,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,102.5,4904.25,0.0,0,913.92,Female,43,No,0,38.631489,-120.015167,129,0
8060-HIWJJ,0,64,Offer B,Yes,14.39,Yes,DSL,7,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.55,5632.55,0.0,0,920.96,Male,35,No,0,38.922812,-121.312005,15286,0
7684-XSZIY,3,72,Offer A,Yes,20.42,Yes,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.3,1643.25,0.0,0,1470.2400000000002,Male,53,Yes,3,38.809175,-121.171375,11191,0
9089-UOWJG,2,12,No Offer,Yes,7.97,No,DSL,52,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,58.35,740.55,0.0,0,95.64,Female,51,Yes,3,38.815515,-120.916997,485,0
8039-ACLPL,6,72,Offer A,Yes,12.32,No,DSL,59,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,68.75,4888.2,0.0,0,887.04,Female,29,Yes,0,38.549822,-121.266725,929,0
9885-AIBVB,4,29,No Offer,Yes,39.5,Yes,Fiber Optic,16,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.8,2440.25,0.0,150,1145.5,Male,62,Yes,0,38.883224,-121.15918,6096,0
1934-MKPXS,3,33,No Offer,Yes,49.37,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,620.55,0.0,0,1629.2099999999998,Male,21,Yes,0,38.788898,-121.608624,751,0
2592-YKDIF,0,1,No Offer,Yes,44.09,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,20.35,0.0,0,44.09,Female,47,No,0,38.671295,-121.388251,32202,0
2272-JKMSI,5,62,Offer B,Yes,13.25,Yes,Fiber Optic,57,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.8,6840.95,0.0,0,821.5,Female,42,Yes,3,38.736685,-121.251984,25173,0
8714-CTZJW,0,4,Offer E,Yes,19.84,No,Fiber Optic,73,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,82.85,319.6,0.0,0,79.36,Female,24,No,0,38.803731,-121.043799,1173,0
3569-EDBPQ,0,24,No Offer,Yes,25.81,Yes,Fiber Optic,3,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.35,1938.05,0.0,0,619.4399999999999,Female,44,No,0,38.400264,-120.641274,4354,0
3131-NWVFJ,9,14,No Offer,Yes,19.03,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.55,294.5,0.0,0,266.42,Female,56,Yes,0,38.546999,-120.271114,5501,0
7521-YXVZY,0,3,Offer E,Yes,5.15,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.95,58.3,0.0,0,15.450000000000001,Male,38,No,3,38.733714,-120.795213,34146,0
2373-NTKOD,0,8,Offer E,Yes,25.72,No,Cable,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.25,546.45,0.0,0,205.76,Male,40,No,0,38.602723,-121.279913,49729,0
1970-KKFWL,0,35,No Offer,Yes,6.52,Yes,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.3,797.1,0.0,0,228.2,Female,38,No,0,38.724322,-120.991237,3815,0
9337-SRRNI,0,66,Offer A,Yes,23.81,Yes,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.3,1673.8,0.0,0,1571.4599999999998,Male,64,No,3,38.954144,-121.482536,947,0
0895-UADGO,0,8,No Offer,No,0.0,No,Cable,4,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,44.55,343.45,0.0,0,0.0,Male,46,No,0,38.545775,-120.743325,364,0
5678-VFNEQ,8,71,Offer A,Yes,4.39,Yes,Fiber Optic,82,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.1,7412.25,0.0,0,311.69,Female,19,Yes,0,38.7904,-121.236973,21510,0
5977-CKHON,3,43,Offer B,Yes,27.49,Yes,Fiber Optic,53,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,4039.0,0.0,0,1182.07,Female,59,Yes,3,38.759751,-121.288545,30614,0
1830-GGFNM,6,65,Offer B,Yes,19.53,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,94.55,6078.75,0.0,0,1269.45,Male,35,Yes,2,38.606703,-120.586659,2958,0
5302-BDJNT,0,35,No Offer,Yes,45.62,Yes,Fiber Optic,59,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,95.5,3418.2,0.0,0,1596.6999999999998,Male,27,No,0,38.432145,-120.77069,4610,0
5223-UZAVK,0,64,Offer B,Yes,9.95,No,Fiber Optic,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.3,6603.8,0.0,0,636.8,Male,51,No,0,38.157794,-121.520223,1472,0
4859-ZSRDZ,1,58,Offer B,No,0.0,No,Cable,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,55.5,3166.9,0.0,0,0.0,Female,58,Yes,0,38.333133,-121.920151,63157,0
9350-VLHMB,4,67,Offer A,Yes,6.15,Yes,Fiber Optic,53,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,6373.1,0.0,0,412.05,Male,38,Yes,3,38.481902,-120.603668,1273,0
3498-LZGQZ,2,63,No Offer,Yes,30.1,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,19.15,1177.05,0.0,0,1896.3000000000002,Male,59,Yes,3,38.240419,-121.587535,2344,0
8785-CJSHH,9,60,No Offer,Yes,34.48,Yes,Fiber Optic,51,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,5985.75,0.0,0,2068.7999999999997,Female,22,Yes,0,38.627951,-121.593287,19050,0
3870-SPZSI,4,70,Offer A,Yes,33.25,Yes,Fiber Optic,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.05,7869.05,0.0,0,2327.5,Female,56,Yes,2,38.392559,-121.225093,5889,0
7560-QRBXH,0,48,No Offer,Yes,9.19,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.95,936.7,0.0,0,441.12,Female,32,No,0,38.71967,-121.862416,38547,0
